date,team,request_type,team_request_type,volume
2023-01-01 00:00:00,Team E,Request 16,Team E - Request 16,76
2023-01-01 00:00:00,Team E,Request 15,Team E - Request 15,618
2023-01-01 00:00:00,Team E,Request 14,Team E - Request 14,249
2023-01-01 00:00:00,Team E,Request 13,Team E - Request 13,894
2023-01-01 00:00:00,Team E,Request 12,Team E - Request 12,272
2023-01-01 00:00:00,Team D,Request 17,Team D - Request 17,431
2023-01-01 00:00:00,Team E,Request 11,Team E - Request 11,931
2023-01-01 00:00:00,Team E,Request 9,Team E - Request 9,785
2023-01-01 00:00:00,Team E,Request 7,Team E - Request 7,659
2023-01-01 00:00:00,Team E,Request 6,Team E - Request 6,758
2023-01-01 00:00:00,Team E,Request 5,Team E - Request 5,642
2023-01-01 00:00:00,Team E,Request 4,Team E - Request 4,176
2023-01-01 00:00:00,Team E,Request 3,Team E - Request 3,688
2023-01-01 00:00:00,Team E,Request 2,Team E - Request 2,761
2023-01-01 00:00:00,Team E,Request 1,Team E - Request 1,945
2023-01-01 00:00:00,Team D,Request 20,Team D - Request 20,105
2023-01-01 00:00:00,Team D,Request 19,Team D - Request 19,489
2023-01-01 00:00:00,Team E,Request 10,Team E - Request 10,11
2023-01-01 00:00:00,Team C,Request 12,Team C - Request 12,848
2023-01-01 00:00:00,Team C,Request 11,Team C - Request 11,278
2023-01-01 00:00:00,Team A,Request 1,Team A - Request 1,524
2023-01-01 00:00:00,Team B,Request 3,Team B - Request 3,387
2023-01-01 00:00:00,Team B,Request 2,Team B - Request 2,874
2023-01-01 00:00:00,Team B,Request 1,Team B - Request 1,777
2023-01-01 00:00:00,Team A,Request 20,Team A - Request 20,270
2023-01-01 00:00:00,Team A,Request 19,Team A - Request 19,464
2023-01-01 00:00:00,Team A,Request 18,Team A - Request 18,95
2023-01-01 00:00:00,Team A,Request 17,Team A - Request 17,384
2023-01-01 00:00:00,Team A,Request 16,Team A - Request 16,413
2023-01-01 00:00:00,Team A,Request 15,Team A - Request 15,418
2023-01-01 00:00:00,Team A,Request 13,Team A - Request 13,396
2023-01-01 00:00:00,Team B,Request 4,Team B - Request 4,315
2023-01-01 00:00:00,Team A,Request 12,Team A - Request 12,289
2023-01-01 00:00:00,Team A,Request 10,Team A - Request 10,938
2023-01-01 00:00:00,Team A,Request 9,Team A - Request 9,385
2023-01-01 00:00:00,Team A,Request 8,Team A - Request 8,287
2023-01-01 00:00:00,Team A,Request 7,Team A - Request 7,968
2023-01-01 00:00:00,Team A,Request 6,Team A - Request 6,386
2023-01-01 00:00:00,Team A,Request 5,Team A - Request 5,916
2023-01-01 00:00:00,Team A,Request 4,Team A - Request 4,203
2023-01-01 00:00:00,Team A,Request 3,Team A - Request 3,952
2023-01-01 00:00:00,Team A,Request 2,Team A - Request 2,873
2023-01-01 00:00:00,Team C,Request 10,Team C - Request 10,573
2023-01-01 00:00:00,Team A,Request 11,Team A - Request 11,467
2023-01-01 00:00:00,Team B,Request 5,Team B - Request 5,16
2023-01-01 00:00:00,Team A,Request 14,Team A - Request 14,732
2023-01-01 00:00:00,Team B,Request 7,Team B - Request 7,540
2023-01-01 00:00:00,Team B,Request 6,Team B - Request 6,60
2023-01-01 00:00:00,Team C,Request 8,Team C - Request 8,940
2023-01-01 00:00:00,Team C,Request 7,Team C - Request 7,421
2023-01-01 00:00:00,Team C,Request 6,Team C - Request 6,32
2023-01-01 00:00:00,Team C,Request 5,Team C - Request 5,342
2023-01-01 00:00:00,Team C,Request 4,Team C - Request 4,922
2023-01-01 00:00:00,Team C,Request 3,Team C - Request 3,825
2023-01-01 00:00:00,Team C,Request 2,Team C - Request 2,924
2023-01-01 00:00:00,Team C,Request 1,Team C - Request 1,335
2023-01-01 00:00:00,Team B,Request 20,Team B - Request 20,667
2023-01-01 00:00:00,Team B,Request 19,Team B - Request 19,318
2023-01-01 00:00:00,Team C,Request 9,Team C - Request 9,745
2023-01-01 00:00:00,Team B,Request 17,Team B - Request 17,362
2023-01-01 00:00:00,Team B,Request 18,Team B - Request 18,644
2023-01-01 00:00:00,Team B,Request 9,Team B - Request 9,600
2023-01-01 00:00:00,Team B,Request 10,Team B - Request 10,41
2023-01-01 00:00:00,Team B,Request 11,Team B - Request 11,665
2023-01-01 00:00:00,Team B,Request 12,Team B - Request 12,637
2023-01-01 00:00:00,Team B,Request 8,Team B - Request 8,391
2023-01-01 00:00:00,Team B,Request 14,Team B - Request 14,224
2023-01-01 00:00:00,Team B,Request 15,Team B - Request 15,289
2023-01-01 00:00:00,Team B,Request 16,Team B - Request 16,232
2023-01-01 00:00:00,Team B,Request 13,Team B - Request 13,974
2023-02-01 00:00:00,Team D,Request 5,Team D - Request 5,220
2023-02-01 00:00:00,Team D,Request 13,Team D - Request 13,879
2023-02-01 00:00:00,Team D,Request 12,Team D - Request 12,766
2023-02-01 00:00:00,Team D,Request 11,Team D - Request 11,615
2023-02-01 00:00:00,Team D,Request 10,Team D - Request 10,73
2023-02-01 00:00:00,Team D,Request 9,Team D - Request 9,979
2023-02-01 00:00:00,Team D,Request 8,Team D - Request 8,75
2023-02-01 00:00:00,Team D,Request 14,Team D - Request 14,338
2023-02-01 00:00:00,Team D,Request 7,Team D - Request 7,573
2023-02-01 00:00:00,Team D,Request 6,Team D - Request 6,458
2023-02-01 00:00:00,Team D,Request 4,Team D - Request 4,437
2023-02-01 00:00:00,Team C,Request 19,Team C - Request 19,207
2023-02-01 00:00:00,Team D,Request 2,Team D - Request 2,35
2023-02-01 00:00:00,Team D,Request 1,Team D - Request 1,581
2023-02-01 00:00:00,Team C,Request 20,Team C - Request 20,785
2023-02-01 00:00:00,Team C,Request 18,Team C - Request 18,859
2023-02-01 00:00:00,Team C,Request 17,Team C - Request 17,299
2023-02-01 00:00:00,Team C,Request 16,Team C - Request 16,436
2023-02-01 00:00:00,Team C,Request 15,Team C - Request 15,619
2023-02-01 00:00:00,Team C,Request 14,Team C - Request 14,547
2023-02-01 00:00:00,Team C,Request 13,Team C - Request 13,28
2023-02-01 00:00:00,Team D,Request 15,Team D - Request 15,309
2023-02-01 00:00:00,Team D,Request 3,Team D - Request 3,65
2023-02-01 00:00:00,Team D,Request 16,Team D - Request 16,426
2023-02-01 00:00:00,Team C,Request 12,Team C - Request 12,274
2023-02-01 00:00:00,Team D,Request 18,Team D - Request 18,388
2023-02-01 00:00:00,Team E,Request 20,Team E - Request 20,298
2023-02-01 00:00:00,Team E,Request 19,Team E - Request 19,756
2023-02-01 00:00:00,Team E,Request 18,Team E - Request 18,772
2023-02-01 00:00:00,Team E,Request 17,Team E - Request 17,44
2023-02-01 00:00:00,Team E,Request 16,Team E - Request 16,895
2023-02-01 00:00:00,Team E,Request 15,Team E - Request 15,611
2023-02-01 00:00:00,Team E,Request 14,Team E - Request 14,120
2023-02-01 00:00:00,Team E,Request 13,Team E - Request 13,378
2023-02-01 00:00:00,Team E,Request 12,Team E - Request 12,494
2023-02-01 00:00:00,Team E,Request 11,Team E - Request 11,770
2023-02-01 00:00:00,Team D,Request 17,Team D - Request 17,230
2023-02-01 00:00:00,Team E,Request 10,Team E - Request 10,458
2023-02-01 00:00:00,Team E,Request 8,Team E - Request 8,388
2023-02-01 00:00:00,Team E,Request 7,Team E - Request 7,445
2023-02-01 00:00:00,Team E,Request 6,Team E - Request 6,230
2023-02-01 00:00:00,Team E,Request 5,Team E - Request 5,111
2023-02-01 00:00:00,Team E,Request 4,Team E - Request 4,381
2023-02-01 00:00:00,Team E,Request 3,Team E - Request 3,782
2023-02-01 00:00:00,Team E,Request 2,Team E - Request 2,182
2023-02-01 00:00:00,Team E,Request 1,Team E - Request 1,451
2023-02-01 00:00:00,Team D,Request 20,Team D - Request 20,242
2023-02-01 00:00:00,Team D,Request 19,Team D - Request 19,961
2023-02-01 00:00:00,Team E,Request 9,Team E - Request 9,470
2023-02-01 00:00:00,Team C,Request 11,Team C - Request 11,421
2023-02-01 00:00:00,Team A,Request 1,Team A - Request 1,41
2023-02-01 00:00:00,Team C,Request 9,Team C - Request 9,574
2023-02-01 00:00:00,Team B,Request 2,Team B - Request 2,751
2023-02-01 00:00:00,Team B,Request 1,Team B - Request 1,679
2023-02-01 00:00:00,Team A,Request 20,Team A - Request 20,21
2023-02-01 00:00:00,Team A,Request 19,Team A - Request 19,346
2023-02-01 00:00:00,Team A,Request 18,Team A - Request 18,864
2023-02-01 00:00:00,Team A,Request 17,Team A - Request 17,835
2023-02-01 00:00:00,Team A,Request 16,Team A - Request 16,740
2023-02-01 00:00:00,Team A,Request 15,Team A - Request 15,760
2023-02-01 00:00:00,Team A,Request 14,Team A - Request 14,416
2023-02-01 00:00:00,Team A,Request 12,Team A - Request 12,244
2023-02-01 00:00:00,Team A,Request 11,Team A - Request 11,649
2023-02-01 00:00:00,Team A,Request 10,Team A - Request 10,343
2023-02-01 00:00:00,Team A,Request 9,Team A - Request 9,180
2023-02-01 00:00:00,Team A,Request 8,Team A - Request 8,498
2023-02-01 00:00:00,Team A,Request 7,Team A - Request 7,332
2023-02-01 00:00:00,Team A,Request 6,Team A - Request 6,407
2023-02-01 00:00:00,Team A,Request 5,Team A - Request 5,692
2023-02-01 00:00:00,Team A,Request 4,Team A - Request 4,888
2023-02-01 00:00:00,Team A,Request 3,Team A - Request 3,558
2023-02-01 00:00:00,Team A,Request 2,Team A - Request 2,836
2023-02-01 00:00:00,Team C,Request 10,Team C - Request 10,492
2023-02-01 00:00:00,Team B,Request 3,Team B - Request 3,23
2023-02-01 00:00:00,Team B,Request 4,Team B - Request 4,823
2023-02-01 00:00:00,Team A,Request 13,Team A - Request 13,220
2023-02-01 00:00:00,Team B,Request 6,Team B - Request 6,653
2023-02-01 00:00:00,Team C,Request 8,Team C - Request 8,471
2023-02-01 00:00:00,Team B,Request 5,Team B - Request 5,872
2023-02-01 00:00:00,Team C,Request 7,Team C - Request 7,306
2023-02-01 00:00:00,Team C,Request 6,Team C - Request 6,30
2023-02-01 00:00:00,Team C,Request 5,Team C - Request 5,906
2023-02-01 00:00:00,Team C,Request 4,Team C - Request 4,815
2023-02-01 00:00:00,Team C,Request 3,Team C - Request 3,826
2023-02-01 00:00:00,Team C,Request 1,Team C - Request 1,209
2023-02-01 00:00:00,Team B,Request 20,Team B - Request 20,664
2023-02-01 00:00:00,Team B,Request 19,Team B - Request 19,582
2023-02-01 00:00:00,Team B,Request 18,Team B - Request 18,250
2023-02-01 00:00:00,Team C,Request 2,Team C - Request 2,734
2023-02-01 00:00:00,Team B,Request 8,Team B - Request 8,324
2023-02-01 00:00:00,Team B,Request 16,Team B - Request 16,405
2023-02-01 00:00:00,Team B,Request 15,Team B - Request 15,89
2023-02-01 00:00:00,Team B,Request 14,Team B - Request 14,127
2023-02-01 00:00:00,Team B,Request 13,Team B - Request 13,322
2023-02-01 00:00:00,Team B,Request 12,Team B - Request 12,883
2023-02-01 00:00:00,Team B,Request 11,Team B - Request 11,45
2023-02-01 00:00:00,Team B,Request 10,Team B - Request 10,426
2023-02-01 00:00:00,Team B,Request 9,Team B - Request 9,678
2023-02-01 00:00:00,Team B,Request 17,Team B - Request 17,768
2023-02-01 00:00:00,Team B,Request 7,Team B - Request 7,88
2023-03-01 00:00:00,Team D,Request 6,Team D - Request 6,262
2023-03-01 00:00:00,Team D,Request 7,Team D - Request 7,149
2023-03-01 00:00:00,Team D,Request 8,Team D - Request 8,920
2023-03-01 00:00:00,Team D,Request 9,Team D - Request 9,715
2023-03-01 00:00:00,Team D,Request 14,Team D - Request 14,847
2023-03-01 00:00:00,Team D,Request 11,Team D - Request 11,830
2023-03-01 00:00:00,Team D,Request 12,Team D - Request 12,676
2023-03-01 00:00:00,Team D,Request 13,Team D - Request 13,373
2023-03-01 00:00:00,Team D,Request 5,Team D - Request 5,253
2023-03-01 00:00:00,Team D,Request 10,Team D - Request 10,646
2023-03-01 00:00:00,Team D,Request 4,Team D - Request 4,877
2023-03-01 00:00:00,Team C,Request 13,Team C - Request 13,836
2023-03-01 00:00:00,Team D,Request 2,Team D - Request 2,526
2023-03-01 00:00:00,Team D,Request 1,Team D - Request 1,530
2023-03-01 00:00:00,Team C,Request 20,Team C - Request 20,427
2023-03-01 00:00:00,Team C,Request 19,Team C - Request 19,633
2023-03-01 00:00:00,Team C,Request 18,Team C - Request 18,506
2023-03-01 00:00:00,Team C,Request 17,Team C - Request 17,595
2023-03-01 00:00:00,Team C,Request 16,Team C - Request 16,449
2023-03-01 00:00:00,Team C,Request 15,Team C - Request 15,216
2023-03-01 00:00:00,Team C,Request 14,Team C - Request 14,538
2023-03-01 00:00:00,Team D,Request 15,Team D - Request 15,839
2023-03-01 00:00:00,Team D,Request 3,Team D - Request 3,218
2023-03-01 00:00:00,Team E,Request 20,Team E - Request 20,386
2023-03-01 00:00:00,Team E,Request 19,Team E - Request 19,864
2023-03-01 00:00:00,Team D,Request 17,Team D - Request 17,959
2023-03-01 00:00:00,Team C,Request 12,Team C - Request 12,253
2023-03-01 00:00:00,Team E,Request 18,Team E - Request 18,179
2023-03-01 00:00:00,Team E,Request 17,Team E - Request 17,26
2023-03-01 00:00:00,Team E,Request 16,Team E - Request 16,189
2023-03-01 00:00:00,Team E,Request 15,Team E - Request 15,57
2023-03-01 00:00:00,Team E,Request 14,Team E - Request 14,302
2023-03-01 00:00:00,Team E,Request 13,Team E - Request 13,833
2023-03-01 00:00:00,Team E,Request 12,Team E - Request 12,165
2023-03-01 00:00:00,Team E,Request 11,Team E - Request 11,799
2023-03-01 00:00:00,Team E,Request 10,Team E - Request 10,772
2023-03-01 00:00:00,Team D,Request 16,Team D - Request 16,648
2023-03-01 00:00:00,Team E,Request 9,Team E - Request 9,393
2023-03-01 00:00:00,Team E,Request 7,Team E - Request 7,694
2023-03-01 00:00:00,Team E,Request 6,Team E - Request 6,488
2023-03-01 00:00:00,Team E,Request 5,Team E - Request 5,604
2023-03-01 00:00:00,Team E,Request 4,Team E - Request 4,946
2023-03-01 00:00:00,Team E,Request 3,Team E - Request 3,913
2023-03-01 00:00:00,Team E,Request 2,Team E - Request 2,764
2023-03-01 00:00:00,Team E,Request 1,Team E - Request 1,270
2023-03-01 00:00:00,Team D,Request 20,Team D - Request 20,550
2023-03-01 00:00:00,Team D,Request 19,Team D - Request 19,781
2023-03-01 00:00:00,Team D,Request 18,Team D - Request 18,339
2023-03-01 00:00:00,Team E,Request 8,Team E - Request 8,874
2023-03-01 00:00:00,Team C,Request 11,Team C - Request 11,573
2023-03-01 00:00:00,Team B,Request 5,Team B - Request 5,320
2023-03-01 00:00:00,Team C,Request 9,Team C - Request 9,368
2023-03-01 00:00:00,Team B,Request 1,Team B - Request 1,501
2023-03-01 00:00:00,Team A,Request 20,Team A - Request 20,16
2023-03-01 00:00:00,Team A,Request 19,Team A - Request 19,437
2023-03-01 00:00:00,Team A,Request 18,Team A - Request 18,45
2023-03-01 00:00:00,Team A,Request 17,Team A - Request 17,114
2023-03-01 00:00:00,Team A,Request 16,Team A - Request 16,615
2023-03-01 00:00:00,Team A,Request 15,Team A - Request 15,538
2023-03-01 00:00:00,Team A,Request 14,Team A - Request 14,134
2023-03-01 00:00:00,Team A,Request 13,Team A - Request 13,361
2023-03-01 00:00:00,Team A,Request 12,Team A - Request 12,223
2023-03-01 00:00:00,Team A,Request 11,Team A - Request 11,461
2023-03-01 00:00:00,Team A,Request 10,Team A - Request 10,200
2023-03-01 00:00:00,Team A,Request 9,Team A - Request 9,208
2023-03-01 00:00:00,Team A,Request 8,Team A - Request 8,877
2023-03-01 00:00:00,Team A,Request 7,Team A - Request 7,312
2023-03-01 00:00:00,Team A,Request 6,Team A - Request 6,627
2023-03-01 00:00:00,Team A,Request 5,Team A - Request 5,349
2023-03-01 00:00:00,Team A,Request 4,Team A - Request 4,976
2023-03-01 00:00:00,Team A,Request 3,Team A - Request 3,234
2023-03-01 00:00:00,Team A,Request 2,Team A - Request 2,52
2023-03-01 00:00:00,Team A,Request 1,Team A - Request 1,212
2023-03-01 00:00:00,Team B,Request 2,Team B - Request 2,127
2023-03-01 00:00:00,Team B,Request 3,Team B - Request 3,39
2023-03-01 00:00:00,Team C,Request 10,Team C - Request 10,440
2023-03-01 00:00:00,Team B,Request 6,Team B - Request 6,319
2023-03-01 00:00:00,Team B,Request 4,Team B - Request 4,579
2023-03-01 00:00:00,Team C,Request 8,Team C - Request 8,700
2023-03-01 00:00:00,Team C,Request 7,Team C - Request 7,296
2023-03-01 00:00:00,Team C,Request 6,Team C - Request 6,468
2023-03-01 00:00:00,Team C,Request 5,Team C - Request 5,609
2023-03-01 00:00:00,Team C,Request 4,Team C - Request 4,271
2023-03-01 00:00:00,Team C,Request 3,Team C - Request 3,644
2023-03-01 00:00:00,Team C,Request 1,Team C - Request 1,592
2023-03-01 00:00:00,Team B,Request 20,Team B - Request 20,82
2023-03-01 00:00:00,Team B,Request 19,Team B - Request 19,105
2023-03-01 00:00:00,Team B,Request 18,Team B - Request 18,171
2023-03-01 00:00:00,Team C,Request 2,Team C - Request 2,799
2023-03-01 00:00:00,Team B,Request 16,Team B - Request 16,656
2023-03-01 00:00:00,Team B,Request 15,Team B - Request 15,224
2023-03-01 00:00:00,Team B,Request 14,Team B - Request 14,979
2023-03-01 00:00:00,Team B,Request 7,Team B - Request 7,559
2023-03-01 00:00:00,Team B,Request 13,Team B - Request 13,327
2023-03-01 00:00:00,Team B,Request 12,Team B - Request 12,625
2023-03-01 00:00:00,Team B,Request 11,Team B - Request 11,639
2023-03-01 00:00:00,Team B,Request 10,Team B - Request 10,461
2023-03-01 00:00:00,Team B,Request 9,Team B - Request 9,242
2023-03-01 00:00:00,Team B,Request 8,Team B - Request 8,128
2023-03-01 00:00:00,Team B,Request 17,Team B - Request 17,869
2023-04-01 00:00:00,Team D,Request 7,Team D - Request 7,98
2023-04-01 00:00:00,Team D,Request 8,Team D - Request 8,90
2023-04-01 00:00:00,Team D,Request 9,Team D - Request 9,842
2023-04-01 00:00:00,Team D,Request 14,Team D - Request 14,45
2023-04-01 00:00:00,Team D,Request 11,Team D - Request 11,361
2023-04-01 00:00:00,Team D,Request 12,Team D - Request 12,580
2023-04-01 00:00:00,Team D,Request 13,Team D - Request 13,438
2023-04-01 00:00:00,Team D,Request 6,Team D - Request 6,726
2023-04-01 00:00:00,Team D,Request 10,Team D - Request 10,854
2023-04-01 00:00:00,Team D,Request 5,Team D - Request 5,962
2023-04-01 00:00:00,Team C,Request 14,Team C - Request 14,835
2023-04-01 00:00:00,Team D,Request 3,Team D - Request 3,430
2023-04-01 00:00:00,Team D,Request 2,Team D - Request 2,600
2023-04-01 00:00:00,Team D,Request 1,Team D - Request 1,921
2023-04-01 00:00:00,Team C,Request 20,Team C - Request 20,421
2023-04-01 00:00:00,Team C,Request 19,Team C - Request 19,480
2023-04-01 00:00:00,Team C,Request 18,Team C - Request 18,328
2023-04-01 00:00:00,Team C,Request 17,Team C - Request 17,701
2023-04-01 00:00:00,Team C,Request 16,Team C - Request 16,818
2023-04-01 00:00:00,Team C,Request 15,Team C - Request 15,497
2023-04-01 00:00:00,Team D,Request 15,Team D - Request 15,619
2023-04-01 00:00:00,Team D,Request 4,Team D - Request 4,244
2023-04-01 00:00:00,Team D,Request 16,Team D - Request 16,186
2023-04-01 00:00:00,Team E,Request 8,Team E - Request 8,379
2023-04-01 00:00:00,Team D,Request 18,Team D - Request 18,970
2023-04-01 00:00:00,Team C,Request 13,Team C - Request 13,399
2023-04-01 00:00:00,Team E,Request 20,Team E - Request 20,960
2023-04-01 00:00:00,Team E,Request 19,Team E - Request 19,517
2023-04-01 00:00:00,Team E,Request 18,Team E - Request 18,995
2023-04-01 00:00:00,Team E,Request 17,Team E - Request 17,277
2023-04-01 00:00:00,Team E,Request 16,Team E - Request 16,461
2023-04-01 00:00:00,Team E,Request 15,Team E - Request 15,203
2023-04-01 00:00:00,Team E,Request 14,Team E - Request 14,563
2023-04-01 00:00:00,Team E,Request 13,Team E - Request 13,349
2023-04-01 00:00:00,Team E,Request 12,Team E - Request 12,994
2023-04-01 00:00:00,Team D,Request 17,Team D - Request 17,509
2023-04-01 00:00:00,Team E,Request 11,Team E - Request 11,971
2023-04-01 00:00:00,Team E,Request 9,Team E - Request 9,614
2023-04-01 00:00:00,Team E,Request 7,Team E - Request 7,378
2023-04-01 00:00:00,Team E,Request 6,Team E - Request 6,498
2023-04-01 00:00:00,Team E,Request 5,Team E - Request 5,94
2023-04-01 00:00:00,Team E,Request 4,Team E - Request 4,913
2023-04-01 00:00:00,Team E,Request 3,Team E - Request 3,242
2023-04-01 00:00:00,Team E,Request 2,Team E - Request 2,172
2023-04-01 00:00:00,Team E,Request 1,Team E - Request 1,550
2023-04-01 00:00:00,Team D,Request 20,Team D - Request 20,811
2023-04-01 00:00:00,Team D,Request 19,Team D - Request 19,397
2023-04-01 00:00:00,Team E,Request 10,Team E - Request 10,497
2023-04-01 00:00:00,Team C,Request 12,Team C - Request 12,85
2023-04-01 00:00:00,Team C,Request 11,Team C - Request 11,673
2023-04-01 00:00:00,Team A,Request 1,Team A - Request 1,485
2023-04-01 00:00:00,Team B,Request 3,Team B - Request 3,388
2023-04-01 00:00:00,Team B,Request 2,Team B - Request 2,883
2023-04-01 00:00:00,Team B,Request 1,Team B - Request 1,379
2023-04-01 00:00:00,Team A,Request 20,Team A - Request 20,304
2023-04-01 00:00:00,Team A,Request 19,Team A - Request 19,929
2023-04-01 00:00:00,Team A,Request 18,Team A - Request 18,307
2023-04-01 00:00:00,Team A,Request 17,Team A - Request 17,297
2023-04-01 00:00:00,Team A,Request 16,Team A - Request 16,577
2023-04-01 00:00:00,Team A,Request 15,Team A - Request 15,924
2023-04-01 00:00:00,Team A,Request 13,Team A - Request 13,272
2023-04-01 00:00:00,Team B,Request 4,Team B - Request 4,817
2023-04-01 00:00:00,Team A,Request 12,Team A - Request 12,294
2023-04-01 00:00:00,Team A,Request 10,Team A - Request 10,618
2023-04-01 00:00:00,Team A,Request 9,Team A - Request 9,258
2023-04-01 00:00:00,Team A,Request 8,Team A - Request 8,19
2023-04-01 00:00:00,Team A,Request 7,Team A - Request 7,542
2023-04-01 00:00:00,Team A,Request 6,Team A - Request 6,63
2023-04-01 00:00:00,Team A,Request 5,Team A - Request 5,144
2023-04-01 00:00:00,Team A,Request 4,Team A - Request 4,748
2023-04-01 00:00:00,Team A,Request 3,Team A - Request 3,941
2023-04-01 00:00:00,Team A,Request 2,Team A - Request 2,169
2023-04-01 00:00:00,Team C,Request 10,Team C - Request 10,586
2023-04-01 00:00:00,Team A,Request 11,Team A - Request 11,899
2023-04-01 00:00:00,Team B,Request 5,Team B - Request 5,116
2023-04-01 00:00:00,Team A,Request 14,Team A - Request 14,397
2023-04-01 00:00:00,Team B,Request 7,Team B - Request 7,647
2023-04-01 00:00:00,Team B,Request 6,Team B - Request 6,134
2023-04-01 00:00:00,Team C,Request 8,Team C - Request 8,343
2023-04-01 00:00:00,Team C,Request 7,Team C - Request 7,316
2023-04-01 00:00:00,Team C,Request 6,Team C - Request 6,76
2023-04-01 00:00:00,Team C,Request 5,Team C - Request 5,684
2023-04-01 00:00:00,Team C,Request 4,Team C - Request 4,960
2023-04-01 00:00:00,Team C,Request 3,Team C - Request 3,778
2023-04-01 00:00:00,Team C,Request 2,Team C - Request 2,696
2023-04-01 00:00:00,Team C,Request 1,Team C - Request 1,253
2023-04-01 00:00:00,Team B,Request 20,Team B - Request 20,543
2023-04-01 00:00:00,Team B,Request 19,Team B - Request 19,409
2023-04-01 00:00:00,Team C,Request 9,Team C - Request 9,940
2023-04-01 00:00:00,Team B,Request 17,Team B - Request 17,538
2023-04-01 00:00:00,Team B,Request 18,Team B - Request 18,527
2023-04-01 00:00:00,Team B,Request 9,Team B - Request 9,153
2023-04-01 00:00:00,Team B,Request 10,Team B - Request 10,565
2023-04-01 00:00:00,Team B,Request 11,Team B - Request 11,226
2023-04-01 00:00:00,Team B,Request 12,Team B - Request 12,32
2023-04-01 00:00:00,Team B,Request 8,Team B - Request 8,681
2023-04-01 00:00:00,Team B,Request 14,Team B - Request 14,857
2023-04-01 00:00:00,Team B,Request 15,Team B - Request 15,626
2023-04-01 00:00:00,Team B,Request 16,Team B - Request 16,398
2023-04-01 00:00:00,Team B,Request 13,Team B - Request 13,616
2023-05-01 00:00:00,Team D,Request 5,Team D - Request 5,349
2023-05-01 00:00:00,Team D,Request 13,Team D - Request 13,209
2023-05-01 00:00:00,Team D,Request 12,Team D - Request 12,781
2023-05-01 00:00:00,Team D,Request 11,Team D - Request 11,767
2023-05-01 00:00:00,Team D,Request 10,Team D - Request 10,823
2023-05-01 00:00:00,Team D,Request 9,Team D - Request 9,625
2023-05-01 00:00:00,Team D,Request 8,Team D - Request 8,722
2023-05-01 00:00:00,Team D,Request 14,Team D - Request 14,406
2023-05-01 00:00:00,Team D,Request 7,Team D - Request 7,53
2023-05-01 00:00:00,Team D,Request 6,Team D - Request 6,937
2023-05-01 00:00:00,Team D,Request 4,Team D - Request 4,786
2023-05-01 00:00:00,Team C,Request 19,Team C - Request 19,974
2023-05-01 00:00:00,Team D,Request 2,Team D - Request 2,76
2023-05-01 00:00:00,Team D,Request 1,Team D - Request 1,761
2023-05-01 00:00:00,Team C,Request 20,Team C - Request 20,648
2023-05-01 00:00:00,Team C,Request 18,Team C - Request 18,682
2023-05-01 00:00:00,Team C,Request 17,Team C - Request 17,61
2023-05-01 00:00:00,Team C,Request 16,Team C - Request 16,203
2023-05-01 00:00:00,Team C,Request 15,Team C - Request 15,273
2023-05-01 00:00:00,Team C,Request 14,Team C - Request 14,140
2023-05-01 00:00:00,Team C,Request 13,Team C - Request 13,864
2023-05-01 00:00:00,Team D,Request 15,Team D - Request 15,705
2023-05-01 00:00:00,Team D,Request 3,Team D - Request 3,939
2023-05-01 00:00:00,Team D,Request 16,Team D - Request 16,676
2023-05-01 00:00:00,Team C,Request 12,Team C - Request 12,308
2023-05-01 00:00:00,Team D,Request 18,Team D - Request 18,680
2023-05-01 00:00:00,Team E,Request 20,Team E - Request 20,803
2023-05-01 00:00:00,Team E,Request 19,Team E - Request 19,192
2023-05-01 00:00:00,Team E,Request 18,Team E - Request 18,957
2023-05-01 00:00:00,Team E,Request 17,Team E - Request 17,354
2023-05-01 00:00:00,Team E,Request 16,Team E - Request 16,606
2023-05-01 00:00:00,Team E,Request 15,Team E - Request 15,434
2023-05-01 00:00:00,Team E,Request 14,Team E - Request 14,604
2023-05-01 00:00:00,Team E,Request 13,Team E - Request 13,167
2023-05-01 00:00:00,Team E,Request 12,Team E - Request 12,177
2023-05-01 00:00:00,Team E,Request 11,Team E - Request 11,213
2023-05-01 00:00:00,Team D,Request 17,Team D - Request 17,915
2023-05-01 00:00:00,Team E,Request 10,Team E - Request 10,441
2023-05-01 00:00:00,Team E,Request 8,Team E - Request 8,548
2023-05-01 00:00:00,Team E,Request 7,Team E - Request 7,766
2023-05-01 00:00:00,Team E,Request 6,Team E - Request 6,619
2023-05-01 00:00:00,Team E,Request 5,Team E - Request 5,26
2023-05-01 00:00:00,Team E,Request 4,Team E - Request 4,280
2023-05-01 00:00:00,Team E,Request 3,Team E - Request 3,429
2023-05-01 00:00:00,Team E,Request 2,Team E - Request 2,118
2023-05-01 00:00:00,Team E,Request 1,Team E - Request 1,221
2023-05-01 00:00:00,Team D,Request 20,Team D - Request 20,956
2023-05-01 00:00:00,Team D,Request 19,Team D - Request 19,197
2023-05-01 00:00:00,Team E,Request 9,Team E - Request 9,982
2023-05-01 00:00:00,Team C,Request 11,Team C - Request 11,706
2023-05-01 00:00:00,Team A,Request 1,Team A - Request 1,40
2023-05-01 00:00:00,Team C,Request 9,Team C - Request 9,492
2023-05-01 00:00:00,Team B,Request 2,Team B - Request 2,306
